20,90.4
40,90.4
60,90.42
80,90.84
100,91.7
120,91.68
140,91.68
160,91.68
180,90.84
200,91.67
220,90.84
240,91.67
260,90.84
280,91.68
300,91.68
320,90.84
340,91.67
360,90.83
380,90.42
400,91.67
420,92.17
440,92.2
460,92.58
480,93.79
500,92.97
520,92.02
540,90
560,88.79
580,86.24
600,86.27
620,82.82
640,82.32
660,82.38
680,82.26
700,84.2
720,83.85
740,85.5
760,86.1
780,87.32
800,90
820,91.68
840,94.46
860,98.65
880,101.16
900,106.05
920,107.74
940,113.78
960,121.21
980,126.66
1000,133.32
1020,140.71
1040,146.88
1060,154.03
1080,161.14
1100,166.36
1120,171.82
1140,178.03
1160,182.29
1180,188.87
1200,190.99
1220,195.77
1240,198.13
1260,201.5
1280,204.68
1300,207.14
1320,211.23
1340,212.3
1360,212.91
1380,215.75
1400,214.45
1420,213.1
1440,214.39
1460,217.38
1480,217.49
1500,214.46
1520,213.33
1540,214.27
1560,220.34
1580,220.6
1600,217.76
1620,216.05
1640,211.26
1660,208.32
1680,204.42
1700,201.5
1720,199.15
1740,195.02
1760,192.64
1780,189.85
1800,188.33
1820,186.06
1840,183.67
1860,183.3
1880,179.62
1900,177.01
1920,175.46
1940,173.75
1960,171.43
1980,169.8
2000,166.9
2020,162.9
2040,163.95
2060,165.77
2080,168.39
2100,167.11
2120,168.19
2140,168.91
2160,168.76
2180,169.86
2200,169.8
2220,168.19
2240,168.69
2260,169.95
2280,170.31
2300,170.42
2320,173.54
2340,173.86
2360,172.57
2380,170.13
2400,171.77
2420,169.34
2440,172.22
2460,171.77
2480,171.97
2500,171.51
2520,168.03
2540,166.87
2560,165.53
2580,163.23
2600,162.26
2620,158.4
2640,157.04
2660,154.08
2680,149.53
2700,151.12
2720,150.21
2740,147.87
2760,144.88
2780,142.97
2800,143.88
2820,140.74
2840,137.19
2860,135.33
2880,136.29
2900,136.58
2920,137.24
2940,137.14
2960,135
2980,134.06
3000,134.69
3020,134.39
3040,135.31
3060,134.7
3080,135.62
3100,136.52
3120,132.69
3140,134.13
3160,136.79
3180,147.02
3200,124.95
3220,128.53
3240,130.12
3260,130.93
3280,132.27
3300,135.27
3320,129.56
3340,130.93
3360,131.36
3380,133.2
3400,133.7
3420,133.67
3440,134.49
3460,136.83
3480,136.3
3500,136.55
3520,136.58
3540,135.77
3560,136.85
3580,135.25
3600,148.04
3620,148.26
3640,138.34
3660,138.92
3680,138.67
3700,140.68
3720,140.53
3740,139.96
3760,141.76
3780,139.16
3800,136.56
3820,135.78
3840,136.64
3860,137.42
3880,136.85
3900,136.62
3920,136.07
3940,135.8
3960,136.07
3980,136.32
4000,135.8
4020,135.8
4040,135.54
4060,135.8
4080,136.32
4100,135.53
4120,135.8
4140,135.53
4160,135.53
4180,135.8
4200,135.53
4220,135.8
4240,135.8
4260,135.8
4280,135.8
4300,135.54
4320,135.54
4340,135.8
4360,135.8
4380,136.05
4400,135.53
4420,135.8
4440,135.8
4460,135.27
4480,135.8
4500,136.05
4520,136.05
4540,135.8
4560,135.27
4580,135.27
4600,135.54
4620,135.53
4640,135.27
4660,135.8
4680,135.53
4700,135.8
4720,135.8
4740,135.54
4760,135.54
4780,135.54
4800,135.8
4820,136.32
4840,136.32
4860,135.53
4880,135.54
4900,135.8
4920,136.32
4940,135.8
4960,135.54
4980,136.05
5000,135.53
5020,136.32
5040,136.07
5060,135.8
5080,135.8
5100,135.53
5120,136.32
5140,135.8
5160,135.78
5180,135.8
5200,135.54
5220,135.54
5240,135.27
5260,135.53
5280,135.8
5300,135.53
5320,135.54
5340,135.8
5360,135.8
5380,135.53
5400,135.8
5420,135.54
5440,135.81
5460,135.8
5480,135.8
5500,135.8
5520,135.26
5540,135.8
5560,135.8
5580,135.8
5600,135.8
5620,136.32
5640,135.26
5660,135.54
5680,135.54
5700,135.53
5720,135.8
5740,135.8
5760,136.07
5780,136.05
5800,135.53
5820,136.05
5840,135.81
5860,135.8
5880,135.8
5900,136.32
5920,135.8
5940,135.8
5960,135.53
5980,135.53
6000,135.8
6020,135.8
6040,135.54
6060,135.8
6080,135.8
6100,135.53
6120,135.8
6140,135.54
6160,136.07
6180,135.27
6200,135
6220,135
6240,134.73
6260,134.73
6280,133.14
6300,131.57
6320,129.32
6340,128.35
6360,127.57
6380,124.96
6400,123.58
6420,123.25
6440,122.62
6460,123.8
6480,123.69
6500,123.13
6520,123.36
6540,124.14
6560,124.02
6580,126.3
6600,126
6620,128.72
6640,133.03
6660,130.95
6680,128.44
6700,128.24
6720,130.33
6740,131.26
6760,131.3
6780,133.58
6800,136.12
6820,136.92
6840,137.4
6860,137.42
6880,138.95
6900,147.58
6920,139.17
6940,141.23
6960,142.31
6980,144.05
7000,142.99
7020,144.46
7040,145.62
7060,146.31
7080,147.2
7100,146.61
7120,148.97
7140,164.78
7160,140.37
7180,148.6
7200,149.41
7220,150.08
7240,150.08
7260,149.22
7280,151.65
7300,152.78
7320,151.12
7340,148.78
7360,148.78
7380,145.78
7400,144.3
7420,145.39
7440,149.45
7460,147.42
7480,144.9
7500,145.38
7520,145.35
7540,147.87
7560,146.43
7580,144.27
7600,145.07
7620,144.85
7640,142.67
7660,142.06
7680,142.59
7700,142.59
7720,142.9
7740,145.88
7760,147.59
7780,150.68
7800,154.76
7820,154.41
7840,161.93
7860,162.16
7880,162.58
7900,163.71
7920,164.4
7940,165.79
7960,166.9
7980,167.74
8000,169.23
8020,168.62
8040,168.98
8060,170.12
8080,169.99
8100,168.55
8120,166.84
8140,166.87
8160,168.69
8180,167.1
8200,168.85
8220,171.81
8240,166.59
8260,166.64
8280,166.82
8300,162.54
8320,163.71
8340,163.63
8360,162.32
8380,162.11
8400,162.12
8420,161.89
8440,162.9
8460,162.22
8480,163.2
8500,165.05
8520,165.55
8540,166.64
8560,168.35
8580,168.2
8600,168.41
8620,168.55
8640,168.62
8660,168.55
8680,167.98
8700,169.11
8720,168.55
8740,168.42
8760,169.63
8780,170.71
8800,169.82
8820,169.63
8840,169.82
8860,169.88
8880,172.22
8900,174.59
8920,174.06
8940,173.88
8960,173.88
8980,172.87
9000,172.63
9020,172.71
9040,171.45
9060,170.98
9080,171.25
9100,171.4
9120,167.93
9140,165.17
9160,164.57
9180,160.19
9200,157.12
9220,155.79
9240,154.23
9260,145.62
9280,136.26
9300,130.13
9320,124.53
9340,119.05
9360,114.16
9380,109.84
9400,107.26
9420,104.88
9440,104.04
9460,102.9
9480,102.71
9500,103.73
9520,103.73
9540,103.63
9560,103.74
9580,102.3
9600,101.89
9620,101.31
9640,102.06
9660,102.15
9680,102
9700,102.53
9720,102.19
9740,102.8
9760,103.73
9780,103.83
9800,102.77
9820,103.29
9840,103.27
9860,102.58
9880,105.33
9900,102.96
9920,102.86
9940,101.91
9960,100.7
9980,101.05
10000,100.03
10020,102.34
10040,106.46
10060,111.64
10080,116.57
10100,127.87
10120,139.59
10140,169.15
10160,148.78
10180,141.61
10200,161.57
10220,168.16
10240,171.59
10260,173.12
10280,173.23
10300,173.45
10320,172.6
10340,174.36
10360,173.37
10380,170.91
10400,171.18
10420,171.45
10440,171.18
10460,171.4
10480,171.25
10500,169.58
10520,162.95
10540,165.34
10560,162.59
10580,158.38
10600,152.99
10620,141.21
10640,122.51
10660,94.9
10680,85.88
10700,78.88
10720,74.25
10740,70.71
10760,70.2
10780,69.34
10800,69.5
10820,68.93
10840,69.75
10860,72.01
10880,74.25
10900,78.5
10920,82.07
10940,87.97
10960,98.84
10980,115.17
11000,132.05
11020,136.19
11040,147.17
11060,156.04
11080,169.59
11100,182.95
11120,192.75
11140,191.43
11160,191.53
11180,187.19
11200,188.67
11220,188.71
11240,191.62
11260,192.13
11280,192.88
11300,193.39
11320,192.88
11340,191.51
11360,194.66
11380,192.95
11400,191.09
11420,190.99
11440,191.51
11460,192.69
11480,195.03
11500,197.14
11520,197.47
11540,197.14
11560,198.27
11580,197.6
11600,196.65
11620,194.66
11640,195.44
11660,195.03
11680,199.94
11700,201.39
11720,198.91
11740,198.75
11760,196.84
11780,198.43
11800,193.92
11820,194.55
11840,199.54
11860,207.53
11880,207.01
11900,204.16
11920,200.83
11940,201.1
11960,200.18
11980,199.03
12000,198.58
12020,198.58
12040,198.43
12060,198.58
12080,198.14
12100,198.58
12120,198.89
12140,197.69
12160,198.43
12180,197.69
12200,198.58
12220,198.43
12240,199.03
12260,199.33
12280,199.03
12300,198.14
12320,198.58
12340,198.43
12360,199.03
12380,199.03
12400,199.03
12420,199.03
12440,198.43
12460,198.43
12480,198.58
12500,199.03
12520,199.03
12540,198.87
12560,199.03
12580,198.58
12600,198.43
12620,198.58
12640,198.43
12660,198.58
12680,198.87
12700,199.03
12720,199.03
12740,199.03
12760,198.14
12780,198.43
12800,199.03
12820,199.33
12840,198.58
12860,199.03
12880,198.58
12900,198.43
12920,198.14
12940,198.58
12960,199.03
12980,199.33
13000,198.14
13020,198.58
13040,198.14
13060,198.43
13080,197.98
13100,198.43
13120,198.58
13140,198.58
13160,198.58
13180,198.43
13200,197.99
13220,198.58
13240,198.58
13260,199.03
13280,199.03
13300,198.58
13320,198.43
13340,198.58
13360,198.14
13380,198.58
13400,198.58
13420,199.03
13440,199.03
13460,198.14
13480,198.58
13500,199.03
13520,198.58
13540,198.87
13560,199.33
13580,197.99
13600,198.43
13620,198.58
13640,198.43
13660,199.33
13680,198.58
13700,198.89
13720,198.14
13740,198.58
13760,198.58
13780,199.03
13800,198.58
13820,199.03
13840,199.03
13860,198.58
13880,199.03
13900,198.43
13920,199.03
13940,198.43
13960,198.43
13980,198.58
14000,198.58
14020,198.58
14040,198.43
14060,198.58
14080,198.58
14100,198.43
14120,198.58
14140,198.43
14160,198.58
14180,198.43
14200,198.58
14220,199.03
14240,199.33
14260,199.03
14280,199.03
14300,198.58
14320,196.79
14340,195.3
14360,193.8
14380,190.92
14400,188.63
14420,187.39
14440,190.76
14460,190.41
14480,189.65
14500,190.45
14520,187.13
14540,183.71
14560,184.36
14580,183.74
14600,184.81
14620,184.24
14640,188.71
14660,186.62
14680,187.67
14700,181.81
14720,172.02
14740,171.8
14760,164.83
14780,159.18
14800,155.43
14820,147
14840,147.53
14860,137.22
14880,141.44
14900,127.98
14920,122.52
14940,115.56
14960,111.31
14980,107.76
15000,102.36
15020,101.52
15040,102.02
15060,99.64
15080,97.52
15100,94.89
15120,91.02
15140,90
15160,90.49
15180,87.95
15200,83.38
15220,82.81
15240,80.89
15260,79.8
15280,78.23
15300,76.76
15320,77.35
15340,88.11
15360,98.21
15380,98.13
15400,97.55
15420,83.29
15440,83.75
15460,78.11
15480,61.31
15500,66.7
15520,69.44
15540,71.57
15560,74.41
15580,81.6
15600,84.47
15620,86.42
15640,90.6
15660,95.36
15680,99.16
15700,99.14
15720,107.06
15740,110.32
15760,125.84
15780,132.78
15800,140.11
15820,148.06
15840,153.43
15860,162.12
15880,171.21
15900,187.59
15920,215.81
15940,167.07
15960,87.38
15980,162.6
16000,184.4
16020,191.51
16040,194.89
16060,200.22
16080,207.03
16100,211.74
16120,213.83
16140,215.54
16160,216.5
16180,219.92
16200,219.62
16220,220.24
16240,220.35
16260,221.14
16280,218.52
16300,220.96
16320,222.54
16340,222.56
16360,222.54
16380,221.48
16400,220.26
16420,220.31
16440,220.21
16460,220.21
16480,221.31
16500,220.26
16520,218.46
16540,220.65
16560,219.47
16580,219.98
16600,220.21
16620,208.1
16640,215.12
16660,218.93
16680,219.47
16700,220.03
16720,221.31
16740,225
16760,217.16
16780,217.95
16800,218.11
16820,218.59
16840,218.23
16860,218.23
16880,218.87
16900,218.23
16920,218.59
16940,218.59
16960,218.87
16980,218.87
17000,218.59
17020,219.23
17040,218.94
17060,218.59
17080,218.59
17100,218.59
17120,218.59
17140,218.59
17160,218.59
17180,218.59
17200,219.23
17220,218.94
17240,218.59
17260,218.23
17280,218.23
17300,219.23
17320,218.59
17340,218.59
17360,218.59
17380,218.87
17400,218.94
17420,218.94
17440,218.87
17460,218.52
17480,218.52
17500,218.52
17520,219.23
17540,217.14
17560,216.78
17580,217.15
17600,217.06
17620,215.96
17640,214.88
17660,216.4
17680,214.36
17700,214.48
17720,211.05
17740,209.05
17760,208.1
17780,203.2
17800,197.14
17820,194.42
17840,187.91
17860,181.07
17880,170.06
17900,160.59
17920,154.54
17940,144.11
17960,134.54
17980,125.98
18000,119.9
18020,112.38
18040,106.53
18060,97.63
18080,89.43
18100,80.63
18120,73.7
18140,70.94
18160,67.31
18180,66.8
18200,68.11
18220,66.4
18240,65.71
18260,63.64
18280,62.1
18300,62.05
18320,60.56
18340,59.78
18360,59.78
18380,60.9
18400,59.42
18420,57.33
18440,57.84
18460,54.88
18480,55.24
18500,56.05
18520,54.85
18540,58.88
18560,57.35
18580,56.89
18600,61.73
18620,56.31
18640,55.8
18660,56.31
18680,55.9
18700,58.71
18720,56.45
18740,57.14
18760,52.94
18780,56.18
18800,55.39
18820,56.94
18840,57.84
18860,56.31
18880,57.35
18900,54.97
18920,52.64
18940,54.01
18960,52.36
18980,48.99
19000,51.34
19020,50.81
19040,49.67
19060,49.71
19080,46.78
19100,44.27
19120,47.94
19140,48.68
19160,45
19180,46.6
19200,47.29
19220,45.97
19240,47.32
19260,44.65
19280,45.97
19300,47.07
19320,45.34
19340,38.88
19360,44.11
19380,42.1
19400,43.75
19420,49.4
19440,51.63
19460,52.08
19480,53.94
19500,57.89
19520,56.31
19540,58.53
19560,63.43
19580,66.99
19600,64.89
19620,62.49
19640,60.26
19660,60.95
19680,56.95
19700,53.89
19720,52.94
19740,56.57
19760,58.57
19780,59.87
19800,61.35
19820,64.26
19840,63.43
19860,67.15
19880,65.65
19900,65.84
19920,68.63
19940,71.22
19960,69.5
19980,67.92
20000,65.98
20020,64.09
20040,62.03
20060,66.86
20080,67.8
20100,64.38
20120,62.97
20140,61.77
20160,60.9
20180,62.76
20200,62.76
20220,62.61
20240,62.37
20260,65.05
20280,65.05
20300,64.46
20320,63.83
20340,63.01
20360,64.95
20380,64.75
20400,62.98
20420,62.02
20440,60.99
20460,60.72
20480,63.63
20500,65.01
20520,64.11
20540,64.04
20560,61.64
20580,57.56
20600,56.31
20620,57.75
20640,57.49
20660,57.84
20680,58.95
20700,57.89
20720,58.14
20740,60.31
20760,59.12
20780,63.04
20800,62.8
20820,58.95
20840,58.46
20860,56.31
20880,58.95
20900,60.49
20920,60.26
20940,61.61
20960,60.54
20980,60.8
21000,57.3
21020,55.78
21040,54.69
21060,52.94
21080,53.87
21100,56.84
21120,56.74
21140,58.43
21160,60.64
21180,60.45
21200,59.86
21220,62.05
21240,61.31
21260,60.64
21280,59.59
21300,65.3
21320,66.37
21340,63.19
21360,61.63
21380,64.54
21400,67.3
21420,64.63
21440,65.51
21460,68.81
21480,69.64
21500,68.61
21520,67.8
21540,65.98
21560,64.98
21580,62.4
21600,58.82
21620,63.71
21640,63.43
21660,60.26
21680,59.98
21700,57.53
21720,57.09
21740,55.55
21760,51.26
21780,46.36
21800,42.31
21820,41.75
21840,36.25
21860,37.07
21880,40.66
21900,42.88
21920,40.16
21940,40.55
21960,38.73
21980,38.16
22000,39.81
22020,42.12
22040,45.31
22060,34.78
22080,34.19
22100,51.95
22120,43.36
22140,50.08
22160,42.63
22180,45
22200,44.35
22220,36.03
22240,36.53
22260,40.33
22280,38.25
22300,36.09
22320,38.59
22340,42.08
22360,39.81
22380,35.1
22400,35.31
22420,41.6
22440,42.02
22460,42.56
22480,41
22500,43.48
22520,42.08
22540,41.8
22560,41.6
22580,38.78
22600,39.6
22620,37.84
22640,41.5
22660,36.87
22680,36.87
22700,33.81
22720,35.49
22740,34.55
22760,34.32
22780,31.72
22800,27.97
22820,25.48
22840,30.01
22860,31.35
22880,26.57
22900,27.24
22920,33.69
22940,30.71
22960,24.2
22980,42.38
23000,38.84
23020,30.72
23040,30.09
23060,32.01
23080,29.8
23100,28.73
23120,32.25
23140,32.65
23160,35.33
23180,33.69
23200,31.81
23220,30.47
23240,31.95
23260,33.95
23280,28.1
23300,35.82
23320,32.91
23340,37.87
23360,41.05
23380,43.65
23400,52.21
23420,56.19
23440,54.89
23460,56.18
23480,56.58
23500,59.04
23520,59.04
23540,55.05
23560,57.24
23580,58.2
23600,58.64
23620,56.18
23640,52.37
23660,54.63
23680,54.97
23700,56.85
23720,57.41
23740,56.87
23760,58.95
23780,59.46
