20,101.87,,
40,101.85,,
60,102.61,,
80,101.69,,
100,101.46,,
120,101.46,,
140,101.69,,
160,101.31,,
180,101.85,,
200,101.85,,
220,101.31,,
240,101.69,,
260,101.69,,
280,101.46,,
300,101.85,,
320,101.31,,
340,101.85,,
360,101.46,,
380,101.46,,
400,101.85,,
420,101.85,,
440,101.69,,
460,101.46,,
480,101.69,,
500,101.46,,
520,101.54,,
540,101.85,,
560,101.69,,
580,101.69,,
600,101.69,,
620,101.31,,
640,101.31,,
660,101.69,,
680,101.69,,
700,101.31,,
720,101.23,,
740,100.69,,
760,100.05,,
780,99.2,,
800,98.95,,
820,99.27,,
840,98.47,,
860,97.22,,
880,98.41,,
900,98.25,,
920,98.02,,
940,96.61,,
960,97.17,,
980,97.27,,
1000,99.01,,
1020,97.57,,
1040,96.07,,
1060,95.87,,
1080,93.95,,
1100,93.63,,
1120,95.09,,
1140,95.19,,
1160,96.47,,
1180,98.24,,
1200,100.93,,
1220,104.04,,
1240,106.31,,
1260,107.63,,
1280,111.16,,
1300,115,,
1320,120.91,,
1340,125.69,,
1360,129.97,,
1380,135.9,,
1400,141.29,,
1420,147.08,,
1440,153.57,,
1460,160.77,,
1480,167.88,,
1500,174.6,,
1520,183.23,,
1540,187.99,,
1560,193.07,,
1580,197.62,,
1600,201.86,,
1620,206,,
1640,208.96,,
1660,211.84,,
1680,216.74,,
1700,216.74,,
1720,217.93,,
1740,217.96,,
1760,220.78,,
1780,224.78,,
1800,224.78,,
1820,222.21,,
1840,221.42,,
1860,223.42,,
1880,224.78,,
1900,223.7,,
1920,220.5,,
1940,217.07,,
1960,219.46,,
1980,220.18,,
2000,218.76,,
2020,216.24,,
2040,216.99,,
2060,207.71,,
2080,209.08,,
2100,205.32,,
2120,203.81,,
2140,201.32,,
2160,200.64,,
2180,204.29,,
2200,206.08,,
2220,207.53,,
2240,207.95,,
2260,205.95,,
2280,202.88,,
2300,201.93,,
2320,195.71,,
2340,191.31,,
2360,187.8,,
2380,187.64,,
2400,184.04,,
2420,182.71,,
2440,184.21,,
2460,181.78,,
2480,180,,
2500,179.3,,
2520,179.28,,
2540,177.8,,
2560,176.04,,
2580,171.82,,
2600,171.06,,
2620,169.63,,
2640,170.23,,
2660,167.96,,
2680,166.24,,
2700,167.26,,
2720,167.6,,
2740,171.22,,
2760,174.84,,
2780,172.52,,
2800,170.82,,
2820,170.59,,
2840,168.04,,
2860,169.63,,
2880,172.22,,
2900,174.51,,
2920,176.31,,
2940,174.44,,
2960,177.03,,
2980,177.89,,
3000,177.92,,
3020,177.56,,
3040,177.16,,
3060,177.56,,
3080,177.19,,
3100,176.49,,
3120,173.45,,
